latitude,longitude
-37.925030,144.795040
-37.925370,144.795020
-37.926620,144.794050
-37.927179,144.793102
-37.927340,144.792830
-37.927650,144.791060
-37.927580,144.789240
-37.927790,144.787960
-37.927480,144.784640
-37.927640,144.781370
-37.928050,144.778180
-37.928910,144.774590
-37.929420,144.773190
-37.931220,144.769530
-37.934710,144.764260
-37.937350,144.761030
-37.937590,144.759250
-37.938140,144.757830
-37.938700,144.755050
-37.939150,144.753650
-37.939250,144.752540
-37.938880,144.750470
-37.938970,144.750180
-37.939280,144.750110
-37.939060,144.749940
-37.939040,144.748280
-37.939270,144.744040
-37.939620,144.743680
-37.939980,144.742390
-37.940570,144.741400
-37.940800,144.741300
-37.941090,144.741570
-37.941280,144.740490
-37.942110,144.737590
-37.943140,144.735590
-37.944280,144.733800
-37.945040,144.733690
-37.946330,144.732630
-37.946810,144.731960
-37.947720,144.730110
-37.948740,144.729220
-37.949860,144.726040
-37.951440,144.723350
-37.952270,144.722890
-37.952870,144.721770
-37.953570,144.721300
-37.953990,144.721190
-37.954780,144.721600
-37.955820,144.719690
-37.956250,144.719240
-37.957340,144.718570
-37.958460,144.716880
-37.959210,144.716430
-37.959420,144.716030
-37.961370,144.714140
-37.962490,144.711780
-37.963620,144.710350
-37.965070,144.707920
-37.965660,144.707660
-37.966520,144.706730
-37.968050,144.705870
-37.968696,144.705433
-37.969420,144.704530
-37.970354,144.703243
-37.971160,144.702370
-37.971600,144.701600
-37.971781,144.701378
-37.972500,144.699607
-37.972841,144.699541
-37.973110,144.699240
-37.973312,144.698727
-37.973352,144.698489
-37.973448,144.698244
-37.973558,144.697855
-37.974460,144.695122
-37.974885,144.693534
-37.974941,144.693269
-37.975118,144.692439
-37.975101,144.692273
-37.975044,144.692108
-37.974930,144.691949
-37.974919,144.691661
-37.974972,144.691284
-37.974993,144.690703
-37.974794,144.690163
-37.974709,144.689731
-37.974340,144.688910
-37.973851,144.688254
-37.973543,144.687843
-37.973494,144.687642
-37.973735,144.687391
-37.974385,144.687073
-37.974652,144.686943
-37.975300,144.686410
-37.975543,144.686194
-37.975929,144.685949
-37.976179,144.685632
-37.976357,144.685127
-37.976726,144.684243
-37.977830,144.682400
-37.978071,144.682020
-37.978230,144.681883
-37.978392,144.681757
-37.978508,144.681725
-37.978667,144.681699
-37.978755,144.681718
-37.978834,144.681685
-37.978920,144.681613
-37.979010,144.681520
-37.979561,144.680702
-37.979828,144.680280
-37.980136,144.679466
-37.980217,144.679319
-37.980387,144.679268
-37.980708,144.679247
-37.980910,144.679207
-37.981105,144.679146
-37.981168,144.679045
-37.981550,144.678590
-37.983280,144.675470
-37.984924,144.673385
-37.986040,144.671710
-37.987592,144.669575
-37.988993,144.667734
-37.991925,144.663737
-37.995249,144.659387
-37.996249,144.658048
-37.997452,144.656531
-37.998402,144.655269
-37.999160,144.654210
-38.000932,144.651728
-38.001437,144.648127
-38.001679,144.644500
-38.001777,144.642073
-38.001744,144.639855
-38.001662,144.638659
-38.001433,144.637013
-38.001290,144.634530
-38.001562,144.633704
-38.001732,144.633412
-38.001744,144.632912
-38.001303,144.631392
-38.000860,144.629710
-38.000590,144.627480
-38.000280,144.626300
-38.000140,144.623070
-38.000520,144.620490
-38.000560,144.619080
-38.000890,144.617530
-38.001012,144.615857
-38.001333,144.611930
-38.001870,144.605830
-38.002390,144.602660
-38.003534,144.599530
-38.004205,144.597059
-38.004473,144.595826
-38.004520,144.595229
-38.004481,144.594642
-38.004500,144.593745
-38.004660,144.592950
-38.004739,144.592653
-38.004439,144.592275
-38.004427,144.591623
-38.004388,144.591154
-38.004126,144.589448
-38.003784,144.587844
-38.003044,144.585135
-38.002613,144.583713
-38.002566,144.582973
-38.002634,144.581524
-38.002118,144.579690
-38.001805,144.578799
-38.001454,144.577458
-38.000381,144.575575
-37.999717,144.574642
-37.999392,144.573730
-37.998804,144.573145
-37.998208,144.572571
-37.997836,144.572169
-37.996762,144.571675
-37.996263,144.572003
-37.996060,144.573065
-37.995739,144.573349
-37.994670,144.573446
-37.993909,144.572850
-37.993367,144.572378
-37.992222,144.572169
-37.991824,144.571359
-37.991410,144.570919
-37.990674,144.570345
-37.989871,144.569675
-37.988920,144.569149
-37.988506,144.568585
-37.987668,144.568467
-37.986531,144.568591
-37.986227,144.568054
-37.986096,144.567840
-37.985779,144.567480
-37.985592,144.567604
-37.985643,144.568129
-37.985529,144.568285
-37.984916,144.568419
-37.984371,144.567700
-37.984066,144.567185
-37.983948,144.566756
-37.984227,144.566418
-37.984806,144.566241
-37.986269,144.566552
-37.986518,144.566236
-37.986523,144.565152
-37.986244,144.564380
-37.986459,144.563768
-37.986058,144.562792
-37.985258,144.561724
-37.984641,144.560689
-37.984781,144.556682
-37.985229,144.555765
-37.984645,144.554386
-37.984049,144.554166
-37.983136,144.553597
-37.982738,144.553147
-37.982485,144.552310
-37.981724,144.552165
-37.980768,144.551596
-37.979622,144.551612
-37.978886,144.549912
-37.978519,144.549805
-37.977719,144.550067
-37.977453,144.550754
-37.976806,144.551076
-37.976176,144.551242
-37.975948,144.550743
-37.975533,144.549601
-37.975280,144.548903
-37.974962,144.548587
-37.974647,144.548503
-37.974393,144.548477
-37.974186,144.548306
-37.973881,144.548057
-37.973785,144.547916
-37.973543,144.547539
-37.973319,144.547383
-37.972097,144.548354
-37.971881,144.548290
-37.971784,144.547840
-37.971932,144.547003
-37.972270,144.545780
-37.971733,144.543596
-37.971352,144.542657
-37.971234,144.541992
-37.971331,144.540694
-37.971822,144.537615
-37.972004,144.537164
-37.972367,144.536724
-37.972431,144.536258
-37.971978,144.535834
-37.971196,144.533329
-37.971255,144.531843
-37.971644,144.531215
-37.971796,144.530630
-37.972972,144.528855
-37.973128,144.527793
-37.973226,144.527455
-37.973759,144.526924
-37.973957,144.526564
-37.974055,144.526151
-37.973940,144.525717
-37.973572,144.525620
-37.973399,144.525405
-37.973370,144.524059
-37.973657,144.523823
-37.975319,144.523630
-37.975771,144.523335
-37.975979,144.522879
-37.976566,144.522729
-37.976812,144.522713
-37.977573,144.523040
-37.979095,144.523228
-37.979695,144.523061
-37.979941,144.522804
-37.980029,144.522460
-37.980473,144.522155
-37.980423,144.521361
-37.980186,144.520535
-37.980321,144.519977
-37.980934,144.519231
-37.981019,144.518405
-37.980968,144.517692
-37.979890,144.516817
-37.979547,144.516431
-37.979332,144.515819
-37.979476,144.515122
-37.979708,144.514720
-37.979767,144.514006
-37.979425,144.513405
-37.978254,144.512059
-37.977928,144.511892
-37.977704,144.511576
-37.977615,144.510616
-37.977683,144.510230
-37.978304,144.509639
-37.978402,144.509157
-37.978177,144.508685
-37.977365,144.508481
-37.976461,144.508604
-37.976000,144.508770
-37.975205,144.508781
-37.974545,144.508620
-37.974245,144.507789
-37.973763,144.506941
-37.974012,144.505772
-37.974008,144.505246
-37.975365,144.502709
-37.975590,144.501802
-37.975568,144.501319
-37.975095,144.500606
-37.974579,144.499045
-37.974076,144.498143
-37.973936,144.497344
-37.974232,144.496867
-37.974414,144.496223
-37.974321,144.495851
-37.973813,144.495584
-37.973152,144.495525
-37.972632,144.495511
-37.972103,144.495419
-37.971684,144.495321
-37.971247,144.495092
-37.970701,144.494795
-37.970447,144.494758
-37.970197,144.494823
-37.969812,144.494786
-37.969333,144.494778
-37.968876,144.494858
-37.968523,144.494783
-37.968187,144.494700
-37.967841,144.494736
-37.967501,144.494838
-37.967325,144.494917
-37.967124,144.494966
-37.966865,144.494941
-37.966442,144.494992
-37.966155,144.495110
-37.965729,144.495151
-37.965429,144.495365
-37.965191,144.495665
-37.965007,144.495969
-37.964728,144.496187
-37.964523,144.496274
-37.964364,144.496472
-37.964142,144.496534
-37.964097,144.496474
-37.963788,144.496069
-37.963458,144.495012
-37.963090,144.494353
-37.962443,144.494111
-37.962190,144.493762
-37.961944,144.492475
-37.961648,144.491772
-37.961465,144.491520
-37.961204,144.491161
-37.960870,144.490817
-37.960819,144.490538
-37.961026,144.489954
-37.961158,144.489482
-37.961084,144.489349
-37.960988,144.489176
-37.960455,144.488688
-37.959906,144.488731
-37.958666,144.488693
-37.958167,144.488666
-37.957389,144.488452
-37.957076,144.488259
-37.956564,144.487561
-37.956082,144.486805
-37.955761,144.486547
-37.955223,144.486354
-37.955020,144.486301
-37.954995,144.486032
-37.955156,144.485925
-37.955164,144.485705
-37.954957,144.485249
-37.954559,144.485040
-37.953904,144.484707
-37.953637,144.484643
-37.953252,144.484423
-37.953037,144.484096
-37.952804,144.483645
-37.952381,144.483034
-37.952089,144.482417
-37.951683,144.482004
-37.951408,144.481757
-37.951095,144.481242
-37.950710,144.480738
-37.950338,144.480389
-37.950033,144.480040
-37.949847,144.479911
-37.949475,144.480008
-37.949183,144.480121
-37.948477,144.479563
-37.948058,144.479171
-37.947656,144.478662
-37.947009,144.478045
-37.946531,144.477605
-37.946150,144.477326
-37.945723,144.477245
-37.945300,144.477278
-37.945050,144.477363
-37.944817,144.477626
-37.944517,144.478329
-37.944424,144.479026
-37.944445,144.479606
-37.944686,144.480024
-37.944940,144.480223
-37.944965,144.480544
-37.944619,144.481086
-37.944420,144.481376
-37.944081,144.481344
-37.943722,144.480791
-37.943404,144.480164
-37.943328,144.479874
-37.942892,144.479708
-37.942520,144.479675
-37.942224,144.479574
-37.942072,144.479177
-37.941974,144.478710
-37.941915,144.477449
-37.941873,144.476961
-37.941695,144.476677
-37.941446,144.476505
-37.941116,144.476548
-37.940278,144.476671
-37.940050,144.476709
-37.939808,144.476924
-37.939512,144.477460
-37.939478,144.477884
-37.939305,144.478216
-37.939174,144.478721
-37.939081,144.478941
-37.938768,144.478807
-37.938510,144.478479
-37.938323,144.478109
-37.938146,144.478114
-37.937820,144.477964
-37.937575,144.477760
-37.937202,144.477455
-37.936936,144.477176
-37.936661,144.476999
-37.936360,144.476677
-37.936267,144.476409
-37.936419,144.475641
-37.936572,144.475116
-37.936538,144.474681
-37.936360,144.474472
-37.935967,144.474290
-37.935561,144.474252
-37.935066,144.474257
-37.934630,144.474214
-37.934143,144.474279
-37.933923,144.474370
-37.933669,144.474708
-37.933559,144.475089
-37.933530,144.475625
-37.933475,144.476275
-37.933255,144.476580
-37.933043,144.476913
-37.932540,144.477052
-37.931858,144.477143
-37.931507,144.477165
-37.930961,144.477117
-37.930602,144.477047
-37.930022,144.476886
-37.929371,144.476425
-37.929011,144.476108
-37.928740,144.475540
-37.928448,144.475159
-37.928228,144.475148
-37.927898,144.475507
-37.927792,144.476156
-37.927754,144.476897
-37.927826,144.477481
-37.927835,144.478275
-37.927754,144.478855
-37.927513,144.479359
-37.927111,144.479810
-37.926523,144.480078
-37.925812,144.480373
-37.925160,144.480727
-37.924322,144.480845
-37.923692,144.480845
-37.923463,144.481092
-37.923692,144.481773
-37.923722,144.482106
-37.923226,144.482701
-37.922913,144.482744
-37.922702,144.482653
-37.922393,144.482122
-37.922169,144.481714
-37.922033,144.481532
-37.921576,144.481333
-37.921364,144.481113
-37.921352,144.480764
-37.921496,144.480389
-37.921504,144.479858
-37.921673,144.479477
-37.922050,144.479187
-37.922266,144.478871
-37.922202,144.477680
-37.922164,144.477192
-37.921792,144.476983
-37.921221,144.477181
-37.920819,144.477342
-37.920615,144.477347
-37.920235,144.476966
-37.919909,144.476854
-37.919718,144.477036
-37.919291,144.477261
-37.918690,144.477374
-37.918059,144.477621
-37.917729,144.477358
-37.917086,144.476848
-37.916612,144.476586
-37.916354,144.476559
-37.916096,144.477090
-37.915994,144.477750
-37.915622,144.478050
-37.915021,144.478415
-37.914644,144.478608
-37.914107,144.478581
-37.913501,144.478587
-37.912892,144.478758
-37.912676,144.478865
-37.912109,144.478662
-37.911809,144.478275
-37.911309,144.478131
-37.910742,144.478211
-37.910336,144.478511
-37.910137,144.479134
-37.910052,144.479756
-37.909934,144.480115
-37.909493,144.480850
-37.909252,144.481038
-37.909070,144.481301
-37.909210,144.481870
-37.909367,144.482299
-37.909388,144.482556
-37.909134,144.483377
-37.909138,144.483870
-37.909290,144.484434
-37.909083,144.484804
-37.908774,144.484772
-37.907788,144.484439
-37.907221,144.484418
-37.906488,144.484584
-37.905938,144.484595
-37.905371,144.484562
-37.904999,144.484530
-37.904224,144.484375
-37.903500,144.484509
-37.903009,144.484573
-37.902658,144.484364
-37.902349,144.484058
-37.902357,144.483650
-37.902472,144.483195
-37.902345,144.482830
-37.902175,144.482739
-37.901595,144.482653
-37.901320,144.482562
-37.900977,144.482170
-37.900664,144.481913
-37.899826,144.481483
-37.899589,144.481237
-37.899225,144.481118
-37.898730,144.481435
-37.898442,144.481644
-37.898095,144.481521
-37.897731,144.481290
-37.897100,144.481430
-37.896715,144.481178
-37.896156,144.480722
-37.895847,144.480325
-37.895517,144.479922
-37.895275,144.479552
-37.895030,144.479600
-37.894551,144.480094
-37.894031,144.480249
-37.893328,144.480110
-37.892392,144.480255
-37.891736,144.480110
-37.891440,144.480180
-37.891067,144.480357
-37.890881,144.480850
-37.890640,144.480941
-37.890128,144.480689
-37.889802,144.480432
-37.889306,144.480207
-37.888980,144.480223
-37.888578,144.479938
-37.888337,144.479134
-37.888040,144.478828
-37.887867,144.478329
-37.887740,144.477825
-37.887515,144.477363
-37.887232,144.477052
-37.887088,144.476800
-37.887084,144.476366
-37.887122,144.475695
-37.886982,144.475330
-37.886597,144.475159
-37.886487,144.474826
-37.886694,144.474467
-37.886957,144.474021
-37.887338,144.473683
-37.887824,144.473383
-37.888180,144.473104
-37.888286,144.472948
-37.888155,144.472460
-37.887913,144.472149
-37.887486,144.471774
-37.887045,144.471645
-37.886639,144.471527
-37.886292,144.471581
-37.886097,144.471838
-37.885509,144.472246
-37.884886,144.472546
-37.884514,144.472707
-37.884260,144.472632
-37.883904,144.472680
-37.883680,144.472798
-37.882981,144.472927
-37.882685,144.473002
-37.882600,144.472825
-37.882634,144.472450
-37.882884,144.471634
-37.883290,144.470985
-37.883866,144.470095
-37.884133,144.469526
-37.884090,144.469118
-37.883603,144.468818
-37.883006,144.468464
-37.882456,144.467707
-37.881948,144.467257
-37.881004,144.466795
-37.880529,144.466565
-37.880085,144.466130
-37.879124,144.465267
-37.878624,144.464880
-37.878061,144.464639
-37.877794,144.464467
-37.877570,144.464210
-37.877362,144.463647
-37.876998,144.463507
-37.876452,144.463496
-37.875694,144.463373
-37.875487,144.463217
-37.875021,144.462611
-37.874788,144.462112
-37.874419,144.461651
-37.874004,144.461007
-37.873772,144.460583
-37.873606,144.460310
-37.873661,144.459972
-37.873869,144.459639
-37.874119,144.458583
-37.873937,144.458288
-37.873179,144.457746
-37.872531,144.457225
-37.872150,144.456694
-37.871972,144.456179
-37.871531,144.455852
-37.871155,144.456045
-37.870917,144.456088
-37.870718,144.455922
-37.870646,144.455697
-37.870637,144.455647
-37.870462,144.455601
-37.870123,144.455728
-37.870025,144.455686
-37.869939,144.455585
-37.869799,144.455182
-37.869729,144.454843
-37.869721,144.454541
-37.869491,144.454282
-37.869239,144.454140
-37.868961,144.454170
-37.868532,144.454325
-37.868143,144.454712
-37.867846,144.454779
-37.867615,144.454543
-37.867540,144.454356
-37.867408,144.454205
-37.867245,144.453830
-37.867123,144.453314
-37.867078,144.453032
-37.867080,144.452887
-37.867287,144.451925
-37.867346,144.451181
-37.867469,144.450718
-37.867532,144.450215
-37.867677,144.449953
-37.867788,144.449871
-37.868288,144.449776
-37.868540,144.449611
-37.868750,144.449321
-37.868840,144.449017
-37.868757,144.448563
-37.868642,144.448347
-37.868343,144.448003
-37.867740,144.447590
-37.867273,144.446930
-37.867107,144.446851
-37.866153,144.447328
-37.865838,144.447428
-37.864411,144.446772
-37.864095,144.446428
-37.863956,144.446134
-37.863920,144.445909
-37.863852,144.445238
-37.863914,144.444791
-37.863998,144.444430
-37.864130,144.444050
-37.837060,144.448980
-37.839090,144.466840
-37.793090,144.475340
-37.781370,144.477740
-37.781010,144.477680
-37.723580,144.487500
-37.713194,144.489408
-37.712910,144.489460
-37.705700,144.490580
-37.705390,144.491690
-37.704280,144.494220
-37.704370,144.495640
-37.704960,144.496530
-37.706800,144.497700
-37.707930,144.498940
-37.708390,144.500620
-37.708520,144.502070
-37.708360,144.505770
-37.708460,144.509400
-37.707506,144.519968
-37.704070,144.519290
-37.699440,144.517300
-37.698740,144.516610
-37.698240,144.514780
-37.697680,144.514550
-37.697180,144.514570
-37.696370,144.515040
-37.695870,144.515990
-37.695130,144.516420
-37.694000,144.516330
-37.693480,144.516500
-37.692790,144.517150
-37.692640,144.517790
-37.692460,144.517910
-37.690260,144.516820
-37.689630,144.516770
-37.689000,144.516950
-37.688570,144.516290
-37.687160,144.515890
-37.686360,144.514590
-37.685790,144.514660
-37.685670,144.514870
-37.685610,144.515040
-37.685570,144.515500
-37.685820,144.516270
-37.685510,144.516500
-37.684660,144.516240
-37.684840,144.514960
-37.684580,144.514090
-37.684090,144.513840
-37.682850,144.513630
-37.679580,144.513570
-37.678870,144.513200
-37.678410,144.512560
-37.677530,144.512080
-37.677110,144.512150
-37.677040,144.512370
-37.677860,144.513420
-37.678140,144.514050
-37.677950,144.514210
-37.677260,144.514200
-37.676760,144.513870
-37.676120,144.512350
-37.675490,144.512080
-37.675290,144.512370
-37.675310,144.512710
-37.674840,144.512960
-37.674400,144.513950
-37.672690,144.515280
-37.673030,144.515830
-37.674300,144.516260
-37.674620,144.516530
-37.674700,144.516940
-37.674500,144.517290
-37.673730,144.517320
-37.673130,144.518290
-37.672770,144.518470
-37.672290,144.517450
-37.672150,144.516290
-37.671770,144.515940
-37.671470,144.516220
-37.671280,144.518000
-37.670530,144.518610
-37.670290,144.518610
-37.669410,144.516830
-37.669840,144.516330
-37.669830,144.516030
-37.668270,144.515280
-37.668010,144.515590
-37.668010,144.516460
-37.666900,144.518050
-37.667170,144.518800
-37.668080,144.519280
-37.668240,144.519850
-37.668130,144.520240
-37.667740,144.520280
-37.667300,144.519450
-37.667010,144.519240
-37.666889,144.519234
-37.666170,144.519200
-37.665780,144.519580
-37.666100,144.520450
-37.666120,144.520930
-37.665940,144.521120
-37.664810,144.519910
-37.664600,144.519030
-37.663380,144.519570
-37.662950,144.519260
-37.662840,144.518820
-37.662590,144.518740
-37.662360,144.519470
-37.662010,144.519620
-37.661380,144.519600
-37.660810,144.520660
-37.660360,144.520360
-37.660180,144.519300
-37.659780,144.518870
-37.659550,144.518970
-37.659230,144.519470
-37.658630,144.519530
-37.658300,144.518460
-37.658060,144.518350
-37.657490,144.519240
-37.657120,144.519430
-37.656940,144.518520
-37.656240,144.518510
-37.655450,144.517950
-37.655010,144.518920
-37.654420,144.518560
-37.654170,144.518110
-37.653730,144.517840
-37.652740,144.518650
-37.652120,144.518250
-37.651430,144.518090
-37.650710,144.517260
-37.650090,144.518870
-37.649270,144.518310
-37.648620,144.519160
-37.648320,144.519330
-37.647820,144.519070
-37.647570,144.518720
-37.647480,144.517210
-37.647340,144.516900
-37.646020,144.516350
-37.645650,144.516530
-37.645540,144.517230
-37.645180,144.517740
-37.644620,144.517570
-37.643750,144.517770
-37.643140,144.516820
-37.642930,144.516720
-37.642650,144.517220
-37.642350,144.518460
-37.642000,144.518930
-37.641480,144.519090
-37.640890,144.519010
-37.640220,144.519510
-37.638910,144.519410
-37.638940,144.519890
-37.640080,144.520680
-37.639890,144.520940
-37.638420,144.520440
-37.637850,144.520530
-37.637400,144.519970
-37.637010,144.519120
-37.636620,144.519310
-37.635680,144.519040
-37.635260,144.519450
-37.634690,144.519940
-37.633030,144.520220
-37.632200,144.520110
-37.630700,144.520140
-37.630140,144.519780
-37.629590,144.519810
-37.629420,144.520310
-37.629500,144.521490
-37.629270,144.521650
-37.628590,144.520720
-37.627950,144.519280
-37.627210,144.520010
-37.626150,144.521880
-37.624110,144.523000
-37.623700,144.523100
-37.623060,144.522840
-37.622710,144.522930
-37.622540,144.523220
-37.622920,144.523940
-37.622820,144.524160
-37.622350,144.524390
-37.621770,144.524340
-37.620560,144.525760
-37.618330,144.527290
-37.617880,144.527290
-37.617330,144.526680
-37.616860,144.526490
-37.616430,144.526680
-37.615980,144.527610
-37.615180,144.527770
-37.614420,144.527740
-37.614160,144.527910
-37.614060,144.527710
-37.614330,144.527240
-37.614240,144.526890
-37.612380,144.525890
-37.611850,144.525810
-37.610920,144.526160
-37.609560,144.523950
-37.609070,144.524250
-37.608490,144.525450
-37.608190,144.525700
-37.607870,144.525290
-37.607760,144.524060
-37.607550,144.523730
-37.607100,144.523910
-37.606590,144.524410
-37.605950,144.524620
-37.605640,144.524330
-37.605630,144.523230
-37.605070,144.522640
-37.604600,144.522690
-37.604270,144.523040
-37.603220,144.523290
-37.602900,144.523670
-37.603030,144.524660
-37.601590,144.525280
-37.600930,144.525790
-37.601990,144.527090
-37.602120,144.527690
-37.601940,144.528310
-37.601270,144.528380
-37.599710,144.527380
-37.599350,144.528100
-37.599090,144.528310
-37.598450,144.527560
-37.598250,144.527540
-37.597420,144.528790
-37.595800,144.529660
-37.595120,144.529820
-37.594950,144.530140
-37.595420,144.530670
-37.595400,144.531060
-37.595060,144.531740
-37.594190,144.532600
-37.593090,144.533370
-37.592100,144.533690
-37.591590,144.534240
-37.591240,144.534120
-37.590790,144.533510
-37.590240,144.533440
-37.590260,144.533770
-37.590590,144.534320
-37.590480,144.534900
-37.589430,144.536390
-37.588180,144.536010
-37.588400,144.534340
-37.586700,144.535930
-37.585550,144.536660
-37.583680,144.538600
-37.582440,144.538320
-37.581670,144.538470
-37.578750,144.537830
-37.577410,144.538670
-37.576860,144.537980
-37.576420,144.537870
-37.575730,144.538170
-37.574900,144.539210
-37.574300,144.539120
-37.574180,144.539520
-37.574580,144.540620
-37.573880,144.541650
-37.573840,144.542410
-37.573100,144.542630
-37.572760,144.543140
-37.572240,144.543400
-37.571760,144.544470
-37.571300,144.544830
-37.569570,144.544940
-37.569340,144.545300
-37.569560,144.545970
-37.569430,144.546170
-37.568150,144.546820
-37.567310,144.546860
-37.567150,144.547670
-37.566650,144.547910
-37.566280,144.547750
-37.566020,144.547820
-37.565860,144.548010
-37.565810,144.548620
-37.565270,144.548380
-37.564550,144.548670
-37.563890,144.549560
-37.563690,144.550630
-37.562100,144.550780
-37.561130,144.551370
-37.560970,144.552020
-37.561340,144.552850
-37.561290,144.553040
-37.560120,144.554410
-37.559160,144.556130
-37.558900,144.556230
-37.557620,144.555730
-37.557110,144.555730
-37.556850,144.555930
-37.556450,144.557670
-37.555300,144.559280
-37.554520,144.560020
-37.553830,144.560270
-37.553420,144.560850
-37.552430,144.561100
-37.553140,144.567210
-37.552490,144.568280
-37.553370,144.569160
-37.553830,144.572950
-37.553740,144.573350
-37.555330,144.586740
-37.558080,144.608990
-37.560010,144.626750
-37.562941,144.626200
-37.567720,144.671650
-37.566570,144.670520
-37.559130,144.664480
-37.557110,144.662260
-37.554620,144.658170
-37.552880,144.656090
-37.544730,144.649770
-37.542900,144.648050
-37.542040,144.647030
-37.539580,144.643020
-37.538310,144.641240
-37.530120,144.632410
-37.512990,144.635460
-37.506710,144.636770
-37.499500,144.638050
-37.495040,144.645030
-37.495050,144.645040
-37.495510,144.645430
-37.496290,144.647450
-37.496870,144.648030
-37.496740,144.648420
-37.496140,144.649080
-37.496150,144.649640
-37.496500,144.650310
-37.496520,144.651280
-37.496820,144.651700
-37.497400,144.651660
-37.497930,144.651410
-37.498500,144.651390
-37.498850,144.651590
-37.499030,144.652380
-37.499500,144.652780
-37.499280,144.653090
-37.499390,144.653840
-37.499180,144.654340
-37.499430,144.654920
-37.499910,144.655250
-37.500050,144.656520
-37.499310,144.657660
-37.498900,144.658900
-37.498380,144.659750
-37.498510,144.660160
-37.499010,144.660240
-37.499140,144.660520
-37.499150,144.661390
-37.498740,144.662620
-37.498770,144.663380
-37.499070,144.664100
-37.499460,144.664500
-37.500030,144.664870
-37.500540,144.664920
-37.500870,144.665120
-37.501140,144.665620
-37.501090,144.665830
-37.500310,144.666160
-37.499680,144.667160
-37.498410,144.667440
-37.498240,144.667870
-37.498340,144.668900
-37.498680,144.669400
-37.498920,144.669380
-37.499000,144.669610
-37.498760,144.670670
-37.498870,144.671360
-37.499390,144.672200
-37.499790,144.672460
-37.500430,144.673770
-37.499970,144.674410
-37.499350,144.674860
-37.498940,144.674880
-37.498790,144.675150
-37.498810,144.675610
-37.499420,144.676930
-37.499530,144.678860
-37.499410,144.679480
-37.499040,144.680480
-37.498390,144.681090
-37.498160,144.681660
-37.497840,144.681740
-37.497670,144.680860
-37.496820,144.680750
-37.496190,144.679900
-37.496540,144.678410
-37.496480,144.677870
-37.496200,144.677730
-37.495850,144.677790
-37.494400,144.678340
-37.494130,144.678780
-37.493930,144.680020
-37.493310,144.681960
-37.492610,144.683110
-37.492500,144.683660
-37.492560,144.683890
-37.492880,144.684120
-37.495440,144.684600
-37.495570,144.684980
-37.495390,144.685670
-37.494700,144.686230
-37.494030,144.686230
-37.493350,144.685870
-37.493020,144.686090
-37.492900,144.686710
-37.493500,144.688840
-37.493320,144.689290
-37.492920,144.689210
-37.492220,144.688610
-37.491430,144.688550
-37.490930,144.688160
-37.490360,144.688030
-37.489890,144.688220
-37.486690,144.691680
-37.486650,144.692080
-37.487000,144.692540
-37.487530,144.692690
-37.488540,144.692330
-37.489180,144.692990
-37.489400,144.694360
-37.489180,144.697770
-37.488850,144.697910
-37.488260,144.697790
-37.487530,144.696800
-37.486520,144.696230
-37.485850,144.696050
-37.485060,144.696190
-37.484860,144.696690
-37.485010,144.698870
-37.484840,144.699860
-37.484280,144.700100
-37.483640,144.700030
-37.482160,144.700580
-37.481910,144.701100
-37.482000,144.701500
-37.482730,144.701800
-37.483580,144.701830
-37.484810,144.701540
-37.485280,144.701950
-37.485230,144.702540
-37.484830,144.703190
-37.483990,144.703330
-37.482670,144.704270
-37.482370,144.704660
-37.482180,144.706700
-37.482520,144.708930
-37.482370,144.711110
-37.482800,144.712580
-37.483460,144.713410
-37.484310,144.713730
-37.485000,144.713410
-37.485640,144.712430
-37.486410,144.711830
-37.487040,144.711780
-37.487420,144.711950
-37.487700,144.712670
-37.487510,144.713590
-37.487030,144.714250
-37.486760,144.715050
-37.486780,144.715510
-37.487300,144.716260
-37.487540,144.716930
-37.487570,144.718370
-37.487360,144.718830
-37.487080,144.718990
-37.486170,144.718670
-37.485590,144.718730
-37.483690,144.719530
-37.483300,144.719930
-37.483160,144.720340
-37.483390,144.721640
-37.483750,144.722620
-37.484170,144.723240
-37.485440,144.724410
-37.485870,144.725580
-37.486530,144.726180
-37.487180,144.729610
-37.487040,144.731510
-37.487330,144.732520
-37.488100,144.733360
-37.488900,144.733520
-37.489780,144.734070
-37.491570,144.735830
-37.492030,144.736900
-37.492970,144.737950
-37.493700,144.739090
-37.493860,144.739510
-37.493810,144.740300
-37.493180,144.740570
-37.492560,144.740490
-37.490450,144.739070
-37.489700,144.739050
-37.489350,144.739610
-37.489310,144.740520
-37.490550,144.742870
-37.491020,144.743210
-37.491280,144.743640
-37.492150,144.745450
-37.492690,144.745700
-37.493280,144.745660
-37.493890,144.745860
-37.494220,144.746220
-37.494880,144.747860
-37.495700,144.748550
-37.496600,144.750210
-37.496710,144.751490
-37.497020,144.751940
-37.495960,144.755460
-37.494840,144.757530
-37.497210,144.758650
-37.498960,144.759270
-37.501610,144.759770
-37.501750,144.761000
-37.499520,144.760430
-37.499560,144.762790
-37.500680,144.763670
-37.501770,144.764820
-37.502650,144.766260
-37.503580,144.765880
-37.504540,144.765920
-37.504680,144.765960
-37.505020,144.766890
-37.504460,144.767090
-37.503040,144.769140
-37.501880,144.770090
-37.501800,144.770380
-37.502040,144.771230
-37.502920,144.773120
-37.504420,144.785980
-37.505024,144.790574
-37.509070,144.821350
-37.509440,144.821320
-37.510480,144.828890
-37.510250,144.828950
-37.515585,144.870869
-37.515552,144.870962
